Date,GDP-ARE,GDP-AUS,GDP-AUT,GDP-BRA,GDP-CAN,GDP-CHE,GDP-CHN,GDP-DEU,GDP-EGY,GDP-ESP,GDP-FIN,GDP-FRA,GDP-GBR,GDP-IND,GDP-IRL,GDP-IRN,GDP-ISR,GDP-ITA,GDP-JPN,GDP-KOR,GDP-MEX,GDP-MYS,GDP-NLD,GDP-NOR,GDP-PAK,GDP-PRK,GDP-PRT,GDP-PSE,GDP-RUS,GDP-SAU,GDP-SWE,GDP-SYR,GDP-TUR,GDP-UKR,GDP-USA
May-12,2.771697478,3.5928446,1.164090063,2.364033202,2.053639045,1.315967518,8.227619841,1.174843598,2.126633007,-2.49637486,-0.546617959,0.718531314,1.433599744,5.409999613,0.174521344,-2.368312918,3.228993796,-2.185403214,1.083371465,2.679285986,3.529665216,5.434729586,-0.473550534,2.370207588,2.952640036,,-3.548030527,6.852297175,4.083603281,6.613490619,0.227774173,-20.04334611,6.171390684,1.293935051,2.132804135
Jun-12,2.427255044,3.711231882,0.988219341,2.202994214,1.945283511,1.266253451,8.095298608,0.899808688,2.162839113,-2.664573868,-0.856046239,0.571114382,1.462449564,5.426867954,0.06389827,-2.869716002,2.995779268,-2.47467687,1.189327659,2.578647807,3.538227232,5.448811261,-0.676024518,2.496662744,2.979892354,,-3.733217102,6.577446043,4.061960691,6.175463513,-0.068981733,-22.33268101,5.668518694,0.878800475,2.189643864
Jul-12,2.08281261,3.829619164,0.812348618,2.041955227,1.836927976,1.216539384,7.962977374,0.624773777,2.199045219,-2.832772876,-1.165474518,0.42369745,1.491299384,5.443736296,-0.046724805,-3.371119086,2.76256474,-2.763950526,1.295283854,2.478009627,3.546789248,5.462892936,-0.878498503,2.6231179,3.007144672,,-3.918403677,6.302594912,4.0403181,5.737436407,-0.365737639,-24.62201591,5.165646704,0.463665899,2.246483592
Aug-12,1.887835273,3.892679994,0.667603599,1.94242396,1.766840781,1.191271289,7.861822991,0.418871981,2.225401097,-2.928420558,-1.387823191,0.318295377,1.518414896,5.474617333,-0.104117474,-3.703540179,2.623493996,-2.958555958,1.387110787,2.417475652,3.500247834,5.458165336,-1.012703429,2.684591258,3.053844325,,-3.995829903,6.06904702,3.979602549,5.352560434,-0.553479465,-26.33825376,4.860989266,0.150219362,2.285754892
Sep-12,2.141253224,3.789761471,0.616235688,2.027415857,1.811558605,1.23934111,7.854169159,0.420369526,2.222206294,-2.806414263,-1.348933041,0.338937881,1.540327481,5.547536458,-0.001818926,-3.529015301,2.766854603,-2.869156718,1.436549938,2.477254291,3.288396132,5.397009911,-0.942101177,2.551119223,3.158885983,,-3.749975085,5.959408848,3.801668117,5.127137861,-0.414179051,-26.33520047,5.150975484,0.14183694,2.272320908
Oct-12,2.394671174,3.686842947,0.564867777,2.112407753,1.856276428,1.287410932,7.846515328,0.421867072,2.21901149,-2.684407968,-1.310042891,0.359580385,1.562240067,5.620455584,0.100479622,-3.354490423,2.91021521,-2.779757477,1.485989089,2.53703293,3.07654443,5.335854487,-0.871498926,2.417647189,3.263927641,,-3.504120267,5.849770675,3.623733685,4.901715288,-0.274878636,-26.33214718,5.440961703,0.133454519,2.258886925
Nov-12,2.648089125,3.583924423,0.513499866,2.19739965,1.900994252,1.335480753,7.838861496,0.423364618,2.215816687,-2.562401673,-1.271152741,0.380222888,1.584152653,5.693374709,0.202778169,-3.179965545,3.053575818,-2.690358236,1.535428241,2.596811568,2.864692728,5.274699062,-0.800896675,2.284175154,3.368969299,,-3.258265448,5.740132503,3.445799253,4.676292715,-0.135578222,-26.32909389,5.730947921,0.125072098,2.245452942
Dec-12,2.901507076,3.481005899,0.462131955,2.282391547,1.945712075,1.383550575,7.831207665,0.424862164,2.212621883,-2.440395378,-1.232262591,0.400865392,1.606065238,5.766293835,0.305076717,-3.005440667,3.196936425,-2.600958996,1.584867392,2.656590207,2.652841026,5.213543637,-0.730294424,2.150703119,3.474010957,,-3.01241063,5.630494331,3.267864821,4.450870142,0.003722193,-26.32604061,6.02093414,0.116689676,2.232018958
Jan-13,3.154925027,3.378087375,0.410764044,2.367383444,1.990429898,1.431620396,7.823553834,0.42635971,2.20942708,-2.318389082,-1.193372441,0.421507896,1.627977824,5.83921296,0.407375265,-2.830915789,3.340297032,-2.511559755,1.634306543,2.716368846,2.440989324,5.152388212,-0.659692173,2.017231085,3.579052615,,-2.766555812,5.520856158,3.089930389,4.225447569,0.143022607,-26.32298732,6.310920358,0.108307255,2.218584975
Feb-13,3.408342978,3.275168852,0.359396133,2.452375341,2.035147722,1.479690217,7.815900002,0.427857255,2.206232276,-2.196382787,-1.154482291,0.4421504,1.649890409,5.912132086,0.509673813,-2.656390912,3.48365764,-2.422160515,1.683745694,2.776147485,2.229137622,5.091232787,-0.589089921,1.88375905,3.684094273,,-2.520700993,5.411217986,2.911995957,4.000024996,0.282323022,-26.31993403,6.600906576,0.099924834,2.205150991
Mar-13,3.661760929,3.172250328,0.308028222,2.537367237,2.079865545,1.527760039,7.808246171,0.429354801,2.203037473,-2.074376492,-1.115592141,0.462792904,1.671802995,5.985051211,0.611972361,-2.481866034,3.627018247,-2.332761274,1.733184845,2.835926123,2.01728592,5.030077362,-0.51848767,1.750287015,3.789135931,,-2.274846175,5.301579814,2.734061525,3.774602423,0.421623436,-26.31688074,6.890892795,0.091542412,2.191717008
Apr-13,3.915178879,3.069331804,0.256660311,2.622359134,2.124583369,1.57582986,7.800592339,0.430852347,2.199842669,-1.952370197,-1.076701991,0.483435408,1.693715581,6.057970336,0.714270909,-2.307341156,3.770378854,-2.243362033,1.782623996,2.895704762,1.805434218,4.968921937,-0.447885419,1.61681498,3.894177589,,-2.028991357,5.191941641,2.556127093,3.54917985,0.560923851,-26.31382746,7.180879013,0.083159991,2.178283025
May-13,4.16859683,2.96641328,0.205292401,2.707351031,2.169301192,1.623899682,7.792938508,0.432349893,2.196647866,-1.830363901,-1.037811841,0.504077911,1.715628166,6.130889462,0.816569457,-2.132816278,3.913739462,-2.153962793,1.832063148,2.955483401,1.593582516,4.907766513,-0.377283168,1.483342946,3.999219247,,-1.783136539,5.082303469,2.378192661,3.323757277,0.700224265,-26.31077417,7.470865232,0.074777569,2.164849041
Jun-13,4.422014781,2.863494757,0.15392449,2.792342928,2.214019015,1.671969503,7.785284676,0.433847439,2.193453062,-1.708357606,-0.998921691,0.524720415,1.737540752,6.203808587,0.918868004,-1.9582914,4.057100069,-2.064563552,1.881502299,3.01526204,1.381730814,4.846611088,-0.306680916,1.349870911,4.104260905,,-1.53728172,4.972665296,2.200258229,3.098334704,0.83952468,-26.30772088,7.76085145,0.066395148,2.151415058
